sample_name,query,asv_read_index,asv_read_raw,asv_pa
E001,ASV449,0,0,0
E001,ASV45,0,0,0
E001,ASV450,0,0,0
E001,ASV451,0,0,0
E001,ASV453,0,0,0
E001,ASV455,0,0,0
E001,ASV456,0,0,0
E001,ASV457,0,0,0
E001,ASV458,0,0,0
E001,ASV459,0,0,0
E001,ASV46,0,0,0
E001,ASV461,0,0,0
E001,ASV462,0,0,0
E001,ASV465,0,0,0
E001,ASV467,0,0,0
E001,ASV468,0,0,0
E001,ASV47,0,0,0
E001,ASV471,0,0,0
E001,ASV472,0,0,0
E001,ASV473,0,0,0
E001,ASV476,0,0,0
E001,ASV477,0,0,0
E001,ASV478,0,0,0
E001,ASV48,0,0,0
E001,ASV481,0,0,0
E001,ASV482,0,0,0
E001,ASV484,0,0,0
E001,ASV488,0,0,0
E001,ASV489,0,0,0
E001,ASV49,0,0,0
E001,ASV490,0,0,0
E001,ASV491,0,0,0
E001,ASV493,0,0,0
E001,ASV494,0,0,0
E001,ASV495,0,0,0
E001,ASV498,0,0,0
E001,ASV499,0,0,0
E001,ASV5,0,0,0
E001,ASV500,0,0,0
E001,ASV502,0,0,0
E001,ASV503,0,0,0
E001,ASV504,0,0,0
E001,ASV505,0,0,0
E001,ASV506,0,0,0
E001,ASV507,0,0,0
E001,ASV508,0,0,0
E001,ASV509,0,0,0
E001,ASV510,0,0,0
E001,ASV511,0,0,0
E001,ASV512,0,0,0
E001,ASV514,0,0,0
E001,ASV515,1,278,1
E001,ASV517,0,0,0
E001,ASV519,0,0,0
E001,ASV520,0,0,0
E001,ASV521,0,0,0
E001,ASV522,0,0,0
E001,ASV523,0,0,0
E001,ASV524,0,0,0
E001,ASV526,0,0,0
E001,ASV527,0,0,0
E001,ASV528,0,0,0
E001,ASV53,0,0,0
E001,ASV530,0,0,0
E001,ASV531,0,0,0
E001,ASV532,0,0,0
E001,ASV534,0,0,0
E001,ASV536,0,0,0
E001,ASV537,0,0,0
E001,ASV538,0,0,0
E001,ASV539,0,0,0
E001,ASV54,0,0,0
E001,ASV540,0,0,0
E001,ASV541,0,0,0
E001,ASV542,0,0,0
E001,ASV547,0,0,0
E001,ASV55,0,0,0
E001,ASV550,0,0,0
E001,ASV553,0,0,0
E001,ASV555,0,0,0
E001,ASV556,0,0,0
E001,ASV558,0,0,0
E001,ASV559,0,0,0
E001,ASV560,0,0,0
E001,ASV561,1,205,1
E001,ASV564,0.4960535899375298,51,1
E001,ASV565,1,196,1
E001,ASV566,0,0,0
E001,ASV567,0,0,0
E001,ASV570,0,0,0
E001,ASV571,0,0,0
E001,ASV572,0,0,0
E001,ASV573,0,0,0
E001,ASV575,0,0,0
E001,ASV576,0,0,0
E001,ASV577,0,0,0
E001,ASV578,0,0,0
E001,ASV579,0,0,0
E001,ASV58,0,0,0
E001,ASV580,1,157,1
E001,ASV581,0,0,0
E001,ASV582,0,0,0
E001,ASV584,0,0,0
E001,ASV587,0,0,0
E001,ASV588,0,0,0
E001,ASV589,0,0,0
E001,ASV59,0,0,0
E001,ASV591,0,0,0
E001,ASV592,0,0,0
E001,ASV593,0,0,0
E001,ASV594,1,123,1
E001,ASV598,0,0,0
E001,ASV599,0,0,0
E001,ASV6,0.024550470129277795,1785,1
E001,ASV600,0,0,0
E001,ASV601,0,0,0
E001,ASV603,0,0,0
E001,ASV604,0,0,0
E001,ASV607,0,0,0
E001,ASV609,0,0,0
E001,ASV61,0,0,0
E001,ASV611,0,0,0
E001,ASV614,0,0,0
E001,ASV616,0,0,0
E001,ASV617,0,0,0
E001,ASV62,0,0,0
E001,ASV620,0,0,0
E001,ASV623,0,0,0
E001,ASV627,0,0,0
E001,ASV628,0,0,0
E001,ASV629,0,0,0
E001,ASV63,0,0,0
E001,ASV630,0,0,0
E001,ASV631,0,0,0
E001,ASV632,0,0,0
E001,ASV633,0,0,0
E001,ASV635,0,0,0
E001,ASV637,0,0,0
E001,ASV639,0,0,0
E001,ASV64,0,0,0
E001,ASV640,0,0,0
E001,ASV641,0,0,0
E001,ASV642,0,0,0
E001,ASV645,0,0,0
E001,ASV67,0,0,0
E001,ASV68,0,0,0
E001,ASV7,0,0,0
E001,ASV72,0,0,0
E001,ASV74,0,0,0
E001,ASV76,0,0,0
E001,ASV8,1,39874,1
E001,ASV80,0,0,0
E001,ASV82,0,0,0
E001,ASV83,0.48661215789718665,4120,1
E001,ASV88,0,0,0
E001,ASV9,0,0,0
E001,ASV90,1,7737,1
E001,ASV91,0,0,0
E001,ASV92,0,0,0
E001,ASV94,0,0,0
E001,ASV95,0,0,0
E002,ASV1,0.45023529401188706,62911,1
E002,ASV10,0,0,0
E002,ASV100,0,0,0
E002,ASV101,0,0,0
E002,ASV102,0,0,0
E002,ASV104,0,0,0
E002,ASV106,0,0,0
E002,ASV11,0.14516987847650525,14053,1
E002,ASV113,0,0,0
E002,ASV114,0,0,0
E002,ASV116,0,0,0
E002,ASV119,0,0,0
E002,ASV12,0,0,0
E002,ASV121,0,0,0
E002,ASV124,0,0,0
E002,ASV129,0,0,0
E002,ASV13,0.2676399823452291,9542,1
E002,ASV132,0,0,0
E002,ASV133,0,0,0
E002,ASV134,0,0,0
E002,ASV136,0,0,0
E002,ASV137,0,0,0
E002,ASV139,0,0,0
E002,ASV14,0.37382215871512825,8894,1
E002,ASV140,0,0,0
E002,ASV143,0,0,0
E002,ASV144,0,0,0
E002,ASV149,0,0,0
E002,ASV15,0,0,0
E002,ASV152,0,0,0
E002,ASV155,0,0,0
E002,ASV156,0,0,0
E002,ASV157,0,0,0
E002,ASV158,0,0,0
E002,ASV16,0,0,0
E002,ASV160,0,0,0
E002,ASV163,0,0,0
E002,ASV164,0,0,0
E002,ASV165,0,0,0
E002,ASV166,0,0,0
E002,ASV168,0,0,0
E002,ASV169,0,0,0
E002,ASV17,0,0,0
E002,ASV171,0,0,0
E002,ASV173,0,0,0
E002,ASV175,0,0,0
E002,ASV176,0,0,0
E002,ASV177,0,0,0
E002,ASV178,0,0,0
E002,ASV18,0,0,0
E002,ASV180,0,0,0
E002,ASV183,0,0,0
E002,ASV186,0,0,0
E002,ASV188,0,0,0
E002,ASV189,0,0,0
E002,ASV19,0,0,0
E002,ASV190,0,0,0
E002,ASV191,0,0,0
E002,ASV192,0,0,0
E002,ASV197,0,0,0
E002,ASV198,0,0,0
E002,ASV199,0,0,0
E002,ASV2,5.790841253939701e-4,56,1
E002,ASV200,0,0,0
E002,ASV201,0,0,0
E002,ASV202,0,0,0
E002,ASV203,0,0,0
E002,ASV204,0,0,0
E002,ASV206,0,0,0
E002,ASV207,0,0,0
E002,ASV208,0,0,0
E002,ASV21,0,0,0
E002,ASV210,0,0,0
E002,ASV213,0,0,0
E002,ASV214,0,0,0
E002,ASV215,0,0,0
E002,ASV217,0,0,0
E002,ASV218,0,0,0
E002,ASV22,0,0,0
E002,ASV220,0,0,0
E002,ASV221,0,0,0
E002,ASV222,0,0,0
E002,ASV223,0,0,0
E002,ASV224,0,0,0
E002,ASV225,0,0,0
E002,ASV23,0,0,0
E002,ASV230,0,0,0
E002,ASV231,0,0,0
E002,ASV232,0,0,0
E002,ASV235,0,0,0
E002,ASV236,0,0,0
E002,ASV237,0,0,0
E002,ASV240,0,0,0
E002,ASV241,0,0,0
E002,ASV242,0,0,0
E002,ASV244,0,0,0
E002,ASV245,0,0,0
E002,ASV247,0,0,0
E002,ASV249,0,0,0
E002,ASV25,0,0,0
E002,ASV252,0,0,0
E002,ASV253,0,0,0
E002,ASV254,0,0,0
E002,ASV257,0,0,0
E002,ASV258,0,0,0
E002,ASV259,0,0,0
E002,ASV261,0,0,0
E002,ASV262,0,0,0
E002,ASV263,0,0,0
E002,ASV264,0,0,0
E002,ASV265,0,0,0
E002,ASV27,0,0,0
E002,ASV270,0,0,0
E002,ASV272,0,0,0
E002,ASV273,0,0,0
E002,ASV275,0,0,0
E002,ASV276,0,0,0
E002,ASV279,0,0,0
E002,ASV280,0,0,0
E002,ASV281,0,0,0
E002,ASV283,0,0,0
E002,ASV284,0,0,0
E002,ASV285,0,0,0
E002,ASV286,0,0,0
E002,ASV29,0.004687589614908972,171,1
E002,ASV294,0,0,0
E002,ASV295,0,0,0
E002,ASV296,0,0,0
E002,ASV297,1,661,1
E002,ASV299,0,0,0
E002,ASV3,0.328522211347782,8995,1
E002,ASV301,0,0,0
E002,ASV303,0,0,0
E002,ASV304,0,0,0
E002,ASV305,0,0,0
E002,ASV308,0,0,0
E002,ASV309,0,0,0
E002,ASV31,0,0,0
E002,ASV313,0,0,0
E002,ASV314,0,0,0
E002,ASV32,0.03263050285205765,676,1
E002,ASV321,0,0,0
E002,ASV324,0,0,0
E002,ASV326,0,0,0
E002,ASV327,0,0,0
E002,ASV332,0,0,0
E002,ASV333,0,0,0
E002,ASV334,0,0,0
E002,ASV335,0,0,0
E002,ASV337,0,0,0
E002,ASV338,0,0,0
E002,ASV339,0,0,0
E002,ASV34,0,0,0
E002,ASV343,0,0,0
E002,ASV344,0,0,0
E002,ASV345,0,0,0
E002,ASV349,1,721,1
E002,ASV35,0,0,0
E002,ASV351,0,0,0
E002,ASV352,0,0,0
E002,ASV354,0,0,0
E002,ASV356,0,0,0
E002,ASV357,0,0,0
E002,ASV358,0,0,0
E002,ASV359,0,0,0
E002,ASV36,0,0,0
E002,ASV360,0,0,0
E002,ASV362,0,0,0
E002,ASV364,0,0,0
E002,ASV365,0,0,0
E002,ASV367,0,0,0
E002,ASV368,0,0,0
E002,ASV369,0,0,0
E002,ASV37,0,0,0
E002,ASV372,0,0,0
E002,ASV373,0,0,0
E002,ASV375,0,0,0
E002,ASV376,0,0,0
E002,ASV377,0,0,0
E002,ASV378,0,0,0
E002,ASV379,0,0,0
E002,ASV381,0,0,0
E002,ASV384,0,0,0
E002,ASV385,0,0,0
E002,ASV386,0,0,0
E002,ASV387,0,0,0
E002,ASV389,0,0,0
E002,ASV39,0,0,0
E002,ASV391,0,0,0
E002,ASV392,0,0,0
E002,ASV394,0,0,0
E002,ASV395,0,0,0
E002,ASV4,0,0,0
E002,ASV400,0,0,0
E002,ASV401,1,538,1
E002,ASV402,0,0,0
E002,ASV404,0,0,0
E002,ASV405,0,0,0
E002,ASV406,0,0,0
E002,ASV407,0,0,0
E002,ASV408,0,0,0
E002,ASV409,0,0,0
E002,ASV41,0,0,0
E002,ASV411,0.025472129996310964,308,1
E002,ASV412,0,0,0
E002,ASV413,0,0,0
E002,ASV414,0,0,0
E002,ASV417,0,0,0
E002,ASV419,0,0,0
E002,ASV42,0,0,0
E002,ASV420,0,0,0
E002,ASV422,0,0,0
E002,ASV423,0,0,0
E002,ASV424,0,0,0
E002,ASV426,0,0,0
E002,ASV427,0,0,0
E002,ASV428,0,0,0
E002,ASV429,0,0,0
E002,ASV43,0,0,0
E002,ASV430,0,0,0
E002,ASV431,0,0,0
E002,ASV432,0,0,0
E002,ASV433,0,0,0
E002,ASV434,0,0,0
E002,ASV435,0,0,0
E002,ASV436,1,439,1
E002,ASV437,0,0,0
E002,ASV439,0,0,0
E002,ASV44,0,0,0
E002,ASV440,0,0,0
E002,ASV441,0,0,0
E002,ASV443,0,0,0
E002,ASV444,0,0,0
E002,ASV445,0,0,0
E002,ASV446,0,0,0
E002,ASV449,0,0,0
E002,ASV45,0,0,0
E002,ASV450,0,0,0
E002,ASV451,0,0,0
E002,ASV453,1,402,1
E002,ASV455,0,0,0
E002,ASV456,0,0,0
E002,ASV457,0,0,0
E002,ASV458,0,0,0
E002,ASV459,0,0,0
E002,ASV46,0,0,0
E002,ASV461,1,378,1
E002,ASV462,0,0,0
E002,ASV465,0,0,0
E002,ASV467,0,0,0
E002,ASV468,0,0,0
E002,ASV47,0,0,0
E002,ASV471,0,0,0
E002,ASV472,0,0,0
E002,ASV473,0,0,0
E002,ASV476,0,0,0
E002,ASV477,0,0,0
E002,ASV478,0,0,0
E002,ASV48,0,0,0
E002,ASV481,0,0,0
E002,ASV482,0,0,0
E002,ASV484,0,0,0
E002,ASV488,0,0,0
E002,ASV489,0,0,0
E002,ASV49,0,0,0
E002,ASV490,0,0,0
E002,ASV491,0,0,0
E002,ASV493,0,0,0
E002,ASV494,0,0,0
E002,ASV495,0,0,0
E002,ASV498,0,0,0
E002,ASV499,0,0,0
E002,ASV5,0.1168541126352342,9218,1
E002,ASV500,0,0,0
E002,ASV502,0,0,0
E002,ASV503,0,0,0
E002,ASV504,0,0,0
E002,ASV505,1,311,1
E002,ASV506,0,0,0
E002,ASV507,0,0,0
E002,ASV508,0,0,0
E002,ASV509,0,0,0
E002,ASV510,0,0,0
E002,ASV511,0,0,0
E002,ASV512,1,288,1
E002,ASV514,0,0,0
E002,ASV515,0,0,0
E002,ASV517,0,0,0
E002,ASV519,0,0,0
E002,ASV520,0,0,0
E002,ASV521,0,0,0
E002,ASV522,0,0,0
E002,ASV523,0,0,0
E002,ASV524,0,0,0
E002,ASV526,0,0,0
E002,ASV527,0,0,0
E002,ASV528,0,0,0
E002,ASV53,0,0,0
E002,ASV530,0,0,0
E002,ASV531,0,0,0
E002,ASV532,0,0,0
E002,ASV534,0,0,0
E002,ASV536,0,0,0
E002,ASV537,0,0,0
E002,ASV538,0,0,0
E002,ASV539,0,0,0
E002,ASV54,0,0,0
E002,ASV540,0,0,0
E002,ASV541,0,0,0
E002,ASV542,0,0,0
E002,ASV547,0,0,0
E002,ASV55,0.6649743639147957,8085,1
E002,ASV550,0,0,0
E002,ASV553,0,0,0
E002,ASV555,0,0,0
E002,ASV556,0,0,0
E002,ASV558,0,0,0
E002,ASV559,0,0,0
E002,ASV560,0,0,0
E002,ASV561,0,0,0
E002,ASV564,1,146,1
E002,ASV565,0,0,0
E002,ASV566,0,0,0
E002,ASV567,0,0,0
E002,ASV570,0,0,0
E002,ASV571,1,181,1
E002,ASV572,0,0,0
E002,ASV573,0,0,0
E002,ASV575,0,0,0
E002,ASV576,0,0,0
E002,ASV577,0,0,0
E002,ASV578,0,0,0
E002,ASV579,0,0,0
E002,ASV58,0,0,0
E002,ASV580,0,0,0
E002,ASV581,0,0,0
E002,ASV582,0,0,0
E002,ASV584,0,0,0
E002,ASV587,0,0,0
E002,ASV588,0,0,0
E002,ASV589,0,0,0
E002,ASV59,0,0,0
E002,ASV591,0,0,0
E002,ASV592,0.003907656306252251,8,1
E002,ASV593,0,0,0
E002,ASV594,0,0,0
E002,ASV598,0,0,0
E002,ASV599,0,0,0
E002,ASV6,0.3572593894446921,36887,1
E002,ASV600,0,0,0
E002,ASV601,0,0,0
E002,ASV603,0,0,0
E002,ASV604,0,0,0
E002,ASV607,0,0,0
E002,ASV609,1,109,1
E002,ASV61,0,0,0
E002,ASV611,0,0,0
E002,ASV614,0,0,0
E002,ASV616,0,0,0
E002,ASV617,0,0,0
E002,ASV62,0,0,0
E002,ASV620,0,0,0
E002,ASV623,0,0,0
E002,ASV627,0,0,0
E002,ASV628,0,0,0
E002,ASV629,0,0,0
E002,ASV63,0,0,0
E002,ASV630,0,0,0
E002,ASV631,0,0,0
E002,ASV632,0,0,0
E002,ASV633,0,0,0
E002,ASV635,0,0,0
E002,ASV637,0,0,0
E002,ASV639,0,0,0
E002,ASV64,0,0,0
E002,ASV640,0,0,0
E002,ASV641,0,0,0
E002,ASV642,0,0,0
E002,ASV645,0,0,0
E002,ASV67,0,0,0
E002,ASV68,0,0,0
E002,ASV7,0.10884728727455999,15697,1
E002,ASV72,0.01099641227350824,133,1
E002,ASV74,0,0,0
E002,ASV76,0,0,0
E002,ASV8,0.30347518359780384,17184,1
E002,ASV80,0,0,0
E002,ASV82,0,0,0
E002,ASV83,0,0,0
E002,ASV88,0,0,0
E002,ASV9,0,0,0
E002,ASV90,0,0,0
E002,ASV91,0,0,0
E002,ASV92,0,0,0
E002,ASV94,0,0,0
E002,ASV95,0,0,0
E003,ASV1,0.3237391500587429,42123,1
E003,ASV10,0,0,0
E003,ASV100,0,0,0
E003,ASV101,0,0,0
E003,ASV102,0,0,0
E003,ASV104,0,0,0
E003,ASV106,0,0,0
E003,ASV11,0,0,0
E003,ASV113,0,0,0
E003,ASV114,0,0,0
E003,ASV116,0,0,0
E003,ASV119,0,0,0
E003,ASV12,0,0,0
E003,ASV121,0,0,0
E003,ASV124,0,0,0
E003,ASV129,1,2748,1
E003,ASV13,0,0,0
E003,ASV132,0,0,0
E003,ASV133,0,0,0
E003,ASV134,0,0,0
E003,ASV136,0,0,0
E003,ASV137,0,0,0
E003,ASV139,0,0,0
E003,ASV14,0.2329510945149108,5161,1
E003,ASV140,0,0,0
E003,ASV143,0,0,0
E003,ASV144,0,0,0
E003,ASV149,0,0,0
E003,ASV15,0,0,0
E003,ASV152,0,0,0
E003,ASV155,0,0,0
E003,ASV156,0,0,0
E003,ASV157,0,0,0
E003,ASV158,0,0,0
E003,ASV16,0,0,0
E003,ASV160,0,0,0
E003,ASV163,0,0,0
E003,ASV164,0,0,0
E003,ASV165,0,0,0
E003,ASV166,0,0,0
E003,ASV168,0,0,0
E003,ASV169,0,0,0
E003,ASV17,0,0,0
E003,ASV171,0,0,0
E003,ASV173,0,0,0
E003,ASV175,0,0,0
E003,ASV176,0,0,0
E003,ASV177,0,0,0
E003,ASV178,0,0,0
E003,ASV18,0,0,0
E003,ASV180,0,0,0
E003,ASV183,0,0,0
E003,ASV186,0,0,0
E003,ASV188,0,0,0
E003,ASV189,0,0,0
E003,ASV19,0,0,0
E003,ASV190,0,0,0
E003,ASV191,0,0,0
E003,ASV192,0,0,0
E003,ASV197,0,0,0
E003,ASV198,0,0,0
E003,ASV199,0,0,0
E003,ASV2,2.665188033364062e-4,24,1
E003,ASV200,0,0,0
E003,ASV201,0,0,0
E003,ASV202,0,0,0
E003,ASV203,0,0,0
E003,ASV204,0.23770852295517425,466,1
E003,ASV206,0,0,0
E003,ASV207,0,0,0
E003,ASV208,0,0,0
E003,ASV21,0,0,0
E003,ASV210,0,0,0
E003,ASV213,0,0,0
E003,ASV214,0,0,0
E003,ASV215,0,0,0
E003,ASV217,0,0,0
E003,ASV218,0,0,0
E003,ASV22,0,0,0
E003,ASV220,0,0,0
E003,ASV221,0,0,0
E003,ASV222,0,0,0
E003,ASV223,0,0,0
E003,ASV224,0,0,0
E003,ASV225,0,0,0
E003,ASV23,0,0,0
E003,ASV230,0,0,0
E003,ASV231,0,0,0
E003,ASV232,0,0,0
E003,ASV235,0,0,0
E003,ASV236,0,0,0
E003,ASV237,0,0,0
E003,ASV240,0,0,0
E003,ASV241,0,0,0
E003,ASV242,0,0,0
E003,ASV244,0,0,0
E003,ASV245,0,0,0
E003,ASV247,0,0,0
E003,ASV249,0,0,0
E003,ASV25,0,0,0
E003,ASV252,0,0,0
E003,ASV253,0,0,0
E003,ASV254,0,0,0
E003,ASV257,0,0,0
E003,ASV258,0,0,0
E003,ASV259,0,0,0
E003,ASV261,0,0,0
E003,ASV262,0,0,0
E003,ASV263,0,0,0
E003,ASV264,0,0,0
E003,ASV265,0,0,0
E003,ASV27,0,0,0
E003,ASV270,0,0,0
E003,ASV272,0,0,0
E003,ASV273,0,0,0
E003,ASV275,0,0,0
E003,ASV276,0,0,0
E003,ASV279,0,0,0
E003,ASV280,0,0,0
E003,ASV281,0,0,0
E003,ASV283,0.30304114721327635,358,1
E003,ASV284,0,0,0
E003,ASV285,0,0,0
E003,ASV286,0,0,0
E003,ASV29,0,0,0
E003,ASV294,0,0,0
E003,ASV295,0,0,0
E003,ASV296,0,0,0
E003,ASV297,0,0,0
E003,ASV299,1,954,1
E003,ASV3,0.46109045018206823,11756,1
E003,ASV301,0,0,0
E003,ASV303,0,0,0
E003,ASV304,0,0,0
E003,ASV305,0,0,0
E003,ASV308,0,0,0
E003,ASV309,0,0,0
E003,ASV31,0,0,0
E003,ASV313,0,0,0
E003,ASV314,0,0,0
E003,ASV32,0,0,0
E003,ASV321,0,0,0
E003,ASV324,0,0,0
E003,ASV326,0,0,0
E003,ASV327,0,0,0
E003,ASV332,0,0,0
E003,ASV333,0,0,0
E003,ASV334,0,0,0
E003,ASV335,0,0,0
E003,ASV337,0,0,0
E003,ASV338,0,0,0
E003,ASV339,0,0,0
E003,ASV34,5.189092676339974e-4,15,1
E003,ASV343,0,0,0
E003,ASV344,0,0,0
E003,ASV345,0,0,0
E003,ASV349,0,0,0
E003,ASV35,0,0,0
E003,ASV351,0,0,0
E003,ASV352,0,0,0
E003,ASV354,0,0,0
E003,ASV356,0,0,0
E003,ASV357,0,0,0
E003,ASV358,0,0,0
E003,ASV359,0,0,0
E003,ASV36,0,0,0
E003,ASV360,0,0,0
E003,ASV362,0,0,0
E003,ASV364,0,0,0
E003,ASV365,0,0,0
E003,ASV367,0,0,0
E003,ASV368,0,0,0
E003,ASV369,0,0,0
E003,ASV37,0,0,0
E003,ASV372,0,0,0
E003,ASV373,0,0,0
E003,ASV375,0,0,0
E003,ASV376,0,0,0
E003,ASV377,0,0,0
E003,ASV378,0,0,0
E003,ASV379,0,0,0
E003,ASV381,0,0,0
E003,ASV384,0,0,0
