"","0_SB_15","0_SB_16","100_JS_5","100_MI_3","115_MI_4","120_JF_9","120_JS_2","125_JS_6","140_JS_7","200_JF_11","25_JF_12","50_JS_1","5_JF_TS1","80_JF_10","80_JF_8","80_JF_TS1","80_SB_14","85_JF_TS2"
"ASV55",0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.0323072384981556,0.628477398530991,0.0323072384981556,0.0323072384981556,0.988467698787329,0.988467698787329,0.0323072384981556,0.0323072384981556
"ASV57",0.350501148129203,0.848874346230369,0.350501148129203,0.848874346230369,0.350501148129203,0.350501148129203,0.848874346230369,0.350501148129203,0.350501148129203,0.350501148129203,0.350501148129203,0.848874346230369,0.848874346230369,0.350501148129203,0.350501148129203,0.350501148129203,0.848874346230369,0.983183515442487
"ASV58",0.238130049615403,0.238130049615403,0.238130049615403,0.67383317075894,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.238130049615403,0.67383317075894,0.238130049615403
"ASV59",0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999,0.680512243143974,0.220142929608999,0.220142929608999,0.220142929608999,0.220142929608999
"ASV60",0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179,0.671035044568061,0.232804009409179,0.232804009409179,0.232804009409179,0.671035044568061,0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179,0.232804009409179
"ASV61",0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.668497134261804,0.223665067734983,0.223665067734983,0.668497134261804,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983,0.223665067734983
"ASV62",0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.675557143595783,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865,0.214486060906865
"ASV63",0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.678590928190939,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249,0.216894894186249
"ASV64",0.686525478567962,0.973716558467414,0.114626496619549,0.114626496619549,0.114626496619549,0.686525478567962,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549,0.114626496619549
"ASV67",0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749,0.686360017456347,0.225213444710749,0.225213444710749,0.225213444710749,0.225213444710749
"ASV68",0.217872793818298,0.217872793818298,0.683225149721082,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298,0.217872793818298
"ASV72",0.717762226899469,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.717762226899469,0.717762226899469,0.717762226899469,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171,0.29056207130171
"ASV73",0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398,0.683871140090133,0.218720492692398,0.218720492692398,0.218720492692398,0.218720492692398
"ASV74",0.219986860981385,0.219986860981385,0.683146168712011,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385,0.219986860981385
"ASV76",0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.221340718678463,0.685951663687994
"ASV80",0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.685085452152611,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173,0.222768933269173
"ASV82",0.218205381208544,0.218205381208544,0.680277514284337,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544,0.218205381208544
"ASV83",0.684385645799179,0.972483408552951,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.684385645799179,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109,0.117423038060109
"ASV85",0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.681209424791575,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467,0.222560162844467
"ASV87",0.218278050058966,0.218278050058966,0.676754206978936,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966,0.218278050058966
"ASV88",0.21640137323458,0.21640137323458,0.21640137323458,0.21640137323458,0.767827555205015,0.767827555205015,0.21640137323458,0.21640137323458,0.21640137323458,0.21640137323458,0.767827555205015,0.21640137323458,0.975371919957859,0.21640137323458,0.767827555205015,0.21640137323458,0.21640137323458,0.21640137323458
